from_bfguid,to_bfguid,type
071e54a5-8e20-40ef-a555-c647a689f5f7,58581f6e-8883-44a8-819a-06543ae72f08,HAS_VALUE
7f66e89b-9674-4cc9-98b0-268ab6493553,577f9eb9-ac57-4b74-b507-c2df6e42435c,HAS_PROPERTY
7f66e89b-9674-4cc9-98b0-268ab6493553,899be6e4-1f78-474f-92e2-35cc976c62e2,HAS_PROPERTY
7f66e89b-9674-4cc9-98b0-268ab6493553,ed4b5926-f94b-4dce-9471-55dc9f7a7dcf,HAS_CLASSIFICATION
ed4b5926-f94b-4dce-9471-55dc9f7a7dcf,ec4b92e3-e2be-401a-a8dc-74744bc867a3,HAS_CLASSIFICATION
ec4b92e3-e2be-401a-a8dc-74744bc867a3,e7d13a5b-67a0-4a80-9ad6-9cc5c4ea0494,HAS_CLASSIFICATIONSET
e7d13a5b-67a0-4a80-9ad6-9cc5c4ea0494,8d6452aa-642b-4aa6-8097-3e1b20022d56,HAS_MANUALOVERRIDE
e7d13a5b-67a0-4a80-9ad6-9cc5c4ea0494,8757f887-832c-4336-9ecd-f97ed8fa3152,HAS_MAPPING
e7d13a5b-67a0-4a80-9ad6-9cc5c4ea0494,a7a8feaa-7e81-4c16-a398-ec566844a966,HAS_LABEL
899be6e4-1f78-474f-92e2-35cc976c62e2,52334310-3b43-4c57-8fa3-fcf81823e469,HAS_VALUE
577f9eb9-ac57-4b74-b507-c2df6e42435c,fc7de02d-6a32-451f-890e-be5f184ba597,HAS_VALUE
30028e2e-9ecc-43f9-a762-17072f7c8db5,73ca7964-d02f-47e3-8d64-203fc49b1f24,HAS_PROPERTY
30028e2e-9ecc-43f9-a762-17072f7c8db5,9c243020-ef81-4c42-a7b8-cd048fc73eb4,HAS_PROPERTY
30028e2e-9ecc-43f9-a762-17072f7c8db5,880e3798-34b1-4950-84e3-7811fd37cc53,HAS_CLASSIFICATION
880e3798-34b1-4950-84e3-7811fd37cc53,8530fce6-450f-467b-aeb9-9360cd1cb52c,HAS_CLASSIFICATION
8530fce6-450f-467b-aeb9-9360cd1cb52c,80c70f77-66f6-44d9-a6ba-0159f54d045c,HAS_CLASSIFICATIONSET
80c70f77-66f6-44d9-a6ba-0159f54d045c,b39c1e7b-4721-4fa2-ab7a-6c88a0797768,HAS_LABEL
80c70f77-66f6-44d9-a6ba-0159f54d045c,1841733c-86c1-421a-aea7-1a4e396be33c,HAS_MANUALOVERRIDE
80c70f77-66f6-44d9-a6ba-0159f54d045c,ca431a6f-02d5-46de-98e5-b1af85cdb68f,HAS_MAPPING
80c70f77-66f6-44d9-a6ba-0159f54d045c,a1c9ba38-a739-4cae-acfb-b89aa90d455e,HAS_FILE
80c70f77-66f6-44d9-a6ba-0159f54d045c,e2f054bd-131a-4427-ac78-d2d4b8959283,HAS_PROPERTY
ca431a6f-02d5-46de-98e5-b1af85cdb68f,fcbd9f91-82a1-47d0-a0db-94dd47ec99c8,HAS_FILTER
ca431a6f-02d5-46de-98e5-b1af85cdb68f,b4dc20f9-8501-4cda-a7ad-067c73697ecb,HAS_FILTER
b4dc20f9-8501-4cda-a7ad-067c73697ecb,1341f895-8875-4a39-b092-a68612acab42,HAS_PROPERTY
1341f895-8875-4a39-b092-a68612acab42,5c1961be-d70e-4860-a30f-dd442e678b89,HAS_VALUE
fcbd9f91-82a1-47d0-a0db-94dd47ec99c8,c80f2411-4c64-4cee-bee0-0b7160a3ab6c,HAS_PROPERTY
c80f2411-4c64-4cee-bee0-0b7160a3ab6c,85a3e5e4-8fd2-48f4-9bf7-5fe2321613a8,HAS_VALUE
e2f054bd-131a-4427-ac78-d2d4b8959283,346f39b0-6705-41ac-ae24-4daceb74a9a7,HAS_VALUE
73ca7964-d02f-47e3-8d64-203fc49b1f24,f5d0348a-8cc1-4ad0-873c-727da6f57ffa,HAS_VALUE
9c243020-ef81-4c42-a7b8-cd048fc73eb4,6f4b0006-0898-44ea-8952-463443d91ba8,HAS_VALUE
9e3c9712-09e4-411a-9b80-3de481dc0a29,8c6fb783-2473-456a-a43b-22d56fae80b7,HAS_LABELSET
8d197935-d371-420d-877d-0084ece77d30,7c1a2f19-4977-476c-b2cb-9f3bad124cdb,HAS_OBJECTSET
ef29befb-1419-45cd-93eb-a63f860888b0,c0947f71-1726-4ec3-b93a-b1649e605e40,HAS_FILTERSET
5c2baf09-2850-47ec-a8f0-067a673abb66,10e279d7-38ab-4eeb-84f1-16526d9e754d,HAS_REQUIREMENTSET
44285aac-6977-4d2c-9d1a-4fa1510b8752,84195290-8803-46b7-8bf8-4a6301540bc7,HAS_EXPORTSET
84195290-8803-46b7-8bf8-4a6301540bc7,7795c599-0c89-46a3-a9ee-30ccf5a64cbe,HAS_EXPORT
84195290-8803-46b7-8bf8-4a6301540bc7,b7d155b4-0e19-4477-a036-792cbebabc9b,HAS_EXPORT
84195290-8803-46b7-8bf8-4a6301540bc7,3f41085c-cfff-417c-8439-16ec1392ce2d,HAS_EXPORT
b7d155b4-0e19-4477-a036-792cbebabc9b,253e5bab-9542-491d-aa4a-4cc5f7eb40bd,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,9c4d099a-8f93-4c88-8d56-bb976fd9769a,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,8d11d42f-2e67-447e-870b-1b4f14bf5e1b,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,c88c857f-c7a8-4964-b160-bfb66f3ad790,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,f58884e3-8cbb-44ad-9cb7-73a638f36de0,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,fa8a5d3b-0a88-4df5-a317-3926f233d848,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,bdaf6951-0b4d-46bc-bc3e-52b6cce16449,HAS_PROPERTY
b7d155b4-0e19-4477-a036-792cbebabc9b,244046a3-5929-4ed5-a143-a4e573afe923,HAS_PROPERTY
3f41085c-cfff-417c-8439-16ec1392ce2d,b7e2faf6-82fc-441e-846e-6cdea921377e,HAS_PROPERTY
3f41085c-cfff-417c-8439-16ec1392ce2d,850c0b82-731e-43f2-a436-feefb892d13c,HAS_PROPERTY
3f41085c-cfff-417c-8439-16ec1392ce2d,d8e6c71c-11c3-4437-af87-3115e8fa77b7,HAS_PROPERTY
3f41085c-cfff-417c-8439-16ec1392ce2d,fdc1ecb1-c1dc-4d6d-b9ac-d16d7dade49c,HAS_PROPERTY
3f41085c-cfff-417c-8439-16ec1392ce2d,4a87225a-72d9-4c06-b022-968d33368676,HAS_PROPERTY
3f41085c-cfff-417c-8439-16ec1392ce2d,9e8e6fba-4634-4991-b185-0faf0d723304,HAS_PROPERTY
32badbe4-a557-432b-ad79-665b364365a4,1744a19d-bb65-4ecb-b2b9-bdd366b2a6b9,HAS_DOCUMENTSET
155d4428-0341-4ccb-a080-4dc110c98ead,c3e2ca76-47c2-413a-a452-e372a4d0c270,HAS_MAPPINGSET
0f120715-4509-4a9c-9f1d-37a44f624ae1,5a3a8c2a-bf8f-443b-92da-c38dba472077,HAS_USERSET
a8d9dd15-9903-435f-9189-cce5a249c52d,7027defc-1112-4272-bf5f-8389079c7719,HAS_TOSET
7027defc-1112-4272-bf5f-8389079c7719,8a547864-ee3d-4952-b39f-66e4f61459d8,HAS_TO
089e9024-994a-4136-bcda-77da7e7ae938,c95d348c-9b40-4d4a-8f4c-b06beaa3cac5,HAS_VALUE
0feb39f5-9ccf-4866-9f03-7b621f185de7,9f2ff858-3ad9-4e45-b4c1-ff59842a2b8a,HAS_VALUE
e3095443-4e6d-4161-a50a-37b71a87d340,4de801f6-56db-4bfa-8121-11827fff58a4,HAS_VALUE
8f632123-0a99-4eda-bc9d-368236320c57,9e546347-fa19-4e98-b1b1-7577f8c2b03d,HAS_VALUE
fb5cea85-7f5f-49ea-b254-f1d374773ef0,8d382c05-f891-45c8-8508-684b92c78d42,HAS_VALUE
38de937b-d667-4488-8569-c3ec7bb78741,f0f996d2-54d1-4885-9708-48c87431f3da,HAS_VALUE
a509e338-5f15-42dc-8b28-d6cb9ed46924,86ffbcf5-0a3f-4a14-b3f0-879692efad70,HAS_MODELSET
86ffbcf5-0a3f-4a14-b3f0-879692efad70,e89f9974-6007-41a5-a9ed-a21be3344839,HAS_MODEL
cadf80bf-c727-4af4-854c-77125244e8aa,e89f9974-6007-41a5-a9ed-a21be3344839,HAS_SOURCE
cadf80bf-c727-4af4-854c-77125244e8aa,5b7f282b-7495-43cc-9c4b-34a0fccba88c,IFC_CLASSIFICATIONS
cadf80bf-c727-4af4-854c-77125244e8aa,e3446066-1bdd-47d0-aa02-dcb3fe1c2cd6,IFC_QUANTITES
cadf80bf-c727-4af4-854c-77125244e8aa,261dce93-1d37-458f-81fa-10124ab31196,IFC_PROPERTIES
cadf80bf-c727-4af4-854c-77125244e8aa,5a280533-331e-43d8-9a8b-562b904b0f30,IFC_UNITS
cadf80bf-c727-4af4-854c-77125244e8aa,2c7008fa-4557-4e64-bd2a-03b90f2b605e,IFC_MATERIALS
cadf80bf-c727-4af4-854c-77125244e8aa,ddfd1382-33de-4653-9130-ad01e3cfa5a9,IFC_DECOMPOSITION
ddfd1382-33de-4653-9130-ad01e3cfa5a9,a11c7b14-07d9-41b8-bc22-dd07dcb1b968,HAS_ATTRIBUTE
ddfd1382-33de-4653-9130-ad01e3cfa5a9,37b2c6f8-d9c2-400b-b104-3ebdf0b814dc,HAS_ATTRIBUTE
ddfd1382-33de-4653-9130-ad01e3cfa5a9,0874f80a-5486-4f2c-9e0f-84eed32cd478,HAS_TYPE
ddfd1382-33de-4653-9130-ad01e3cfa5a9,10af5225-94ac-497f-9edf-1ffea91ba527,HAS_ATTRIBUTE
ddfd1382-33de-4653-9130-ad01e3cfa5a9,df616da8-94f3-4795-8720-3ace981b337b,HAS_ATTRIBUTE
5b7f282b-7495-43cc-9c4b-34a0fccba88c,26f903f7-0ebb-4b2a-8c11-427e1b0eef7f,HAS_ATTRIBUTE
5b7f282b-7495-43cc-9c4b-34a0fccba88c,00fc1454-d9c6-4349-b1c3-699cf9027c88,HAS_ATTRIBUTE
5b7f282b-7495-43cc-9c4b-34a0fccba88c,cf43eb9e-b603-47a1-8e58-71ac1703724f,HAS_ATTRIBUTE
5b7f282b-7495-43cc-9c4b-34a0fccba88c,a81771d4-2b4b-4d37-970a-93d2944401cc,HAS_ITEM
0874f80a-5486-4f2c-9e0f-84eed32cd478,6b685f50-bf4e-4196-b554-1338c924f2d4,HAS_TYPE
0874f80a-5486-4f2c-9e0f-84eed32cd478,d777e0b0-8437-4deb-85b7-f47dd21570ef,HAS_ATTRIBUTE
0874f80a-5486-4f2c-9e0f-84eed32cd478,bbe0d32b-2f0d-4ba9-9b6c-40a0419a72ee,HAS_ATTRIBUTE
0874f80a-5486-4f2c-9e0f-84eed32cd478,20ea44e4-fc27-473c-afc8-5358d636e306,HAS_ATTRIBUTE
0874f80a-5486-4f2c-9e0f-84eed32cd478,93e43132-52a0-4156-a32f-5968f422fe51,HAS_ATTRIBUTE
0874f80a-5486-4f2c-9e0f-84eed32cd478,a55cb907-d773-41fb-ac9e-2a4b95411527,HAS_ATTRIBUTE
0874f80a-5486-4f2c-9e0f-84eed32cd478,35595552-eaec-4bb6-b1b1-12729c07bb71,HAS_ATTRIBUTE
0874f80a-5486-4f2c-9e0f-84eed32cd478,d768cca1-0a5f-4e19-855b-b2fe30f7ff9b,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,f22b990b-46df-4cb7-b257-aa6dbe26c01f,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,1f4af517-2c2e-4760-bf23-62bf5ed4da78,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,5b78c64a-ce94-4de5-b78f-1a7c975259e4,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,5e19640e-d6fd-40fd-a8be-2d313b3e19b0,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,6b588aa9-1b41-477b-873f-873c9670420f,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,de68e6df-deeb-4341-ba7a-07861129ea59,HAS_ATTRIBUTE
6b685f50-bf4e-4196-b554-1338c924f2d4,34b429b4-75d7-4d25-99f5-fc5ee7d48f31,HAS_TYPE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,HAS_TYPE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,be1d5647-a26c-4194-bbe7-68c177ea6d2a,HAS_ATTRIBUTE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,a72c8259-f16f-4d76-8c1e-0e52f8fe8367,HAS_ATTRIBUTE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,862d8fe2-efca-470f-bd00-09f04d30a40b,HAS_ATTRIBUTE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,d4df130a-fbcc-4d2a-b35c-ddf989c2e9ba,HAS_ATTRIBUTE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,ed17c71f-e782-49ee-b9e1-b8d64bc087a2,HAS_ATTRIBUTE
34b429b4-75d7-4d25-99f5-fc5ee7d48f31,bd8ff6b1-a102-4701-a93d-a125567e44f0,HAS_ATTRIBUTE
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,c8c909ba-29bc-431c-b1eb-380cf2ba865e,HAS_ATTRIBUTE
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,84f1a973-6aed-48a2-9ef3-835dab9c742a,HAS_ATTRIBUTE
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,29826e98-ccb0-4444-a5ef-4851b36ddf1e,HAS_ATTRIBUTE
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,3ef1ab99-523b-4625-9819-4a27d6c971ea,HAS_ATTRIBUTE
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,195c9138-70c4-4031-b9fc-44dab8bb9ad0,HAS_ATTRIBUTE
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,af9f73ce-1a2d-47b0-b495-b40172708764,HAS_PROPERTYSET
e7c06b0a-e4d7-46c1-ae58-43fb08a2805a,a81771d4-2b4b-4d37-970a-93d2944401cc,HAS_CLASSIFICATION
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,daceb754-13ad-45e4-ab2e-1d66d355a70d,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,2b20bfa0-b544-40c4-9714-a8189dbaa2ca,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,24831bc5-6f4d-4d79-96dc-678da59dd639,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,0dcaba1b-40de-43bf-b907-511b897f9aac,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,49416f92-a151-4f06-8261-f10d195e79fe,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,70a74fbd-828e-4d2a-b657-bf22239510fd,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,4cd03147-69fa-43e4-af47-0a742615ed9f,HAS_PROPERTY
7795c599-0c89-46a3-a9ee-30ccf5a64cbe,30c31db1-7a12-4c82-b7b1-5f572379510e,HAS_PROPERTY
8a547864-ee3d-4952-b39f-66e4f61459d8,8f43311c-5724-49a2-aeda-930ef0ce8e36,HAS_PROPERTY
8a547864-ee3d-4952-b39f-66e4f61459d8,99e7b8d1-b557-44f8-a77b-4d860fb8176c,HAS_PROPERTY
8a547864-ee3d-4952-b39f-66e4f61459d8,deb6fee6-c3bf-41e9-b91f-05eeabbb28ff,HAS_CLASSIFICATION
deb6fee6-c3bf-41e9-b91f-05eeabbb28ff,0f5114bb-e8b4-43b5-9880-e2e3eee3a6ec,HAS_CLASSIFICATION
0f5114bb-e8b4-43b5-9880-e2e3eee3a6ec,912ee773-97f9-4e54-a0cf-4e1a55654958,HAS_CLASSIFICATIONSET
912ee773-97f9-4e54-a0cf-4e1a55654958,0b8e23cc-faf5-47d6-b7dc-9a295ea0a031,HAS_MANUALOVERRIDE
912ee773-97f9-4e54-a0cf-4e1a55654958,ae477e73-4ed0-42df-8361-bd537834f2a3,HAS_MAPPING
912ee773-97f9-4e54-a0cf-4e1a55654958,787e20ee-0d25-4c56-8fd4-ae81c904ea48,HAS_PROPERTY
912ee773-97f9-4e54-a0cf-4e1a55654958,71236ac2-b8b7-4af5-b9a5-e96a8d716040,HAS_PROPERTY
912ee773-97f9-4e54-a0cf-4e1a55654958,86c66ceb-08aa-4e94-9815-9ced97ebb027,HAS_LABEL
787e20ee-0d25-4c56-8fd4-ae81c904ea48,5b48c4ec-4b9e-4e51-8eff-621858374c04,HAS_VALUE
ae477e73-4ed0-42df-8361-bd537834f2a3,29824011-2ff1-49f1-964a-98e2de413dfc,HAS_FILTER
71236ac2-b8b7-4af5-b9a5-e96a8d716040,71f76cd5-5a39-4fb0-b68b-2c64af4facd2,HAS_VALUE
29824011-2ff1-49f1-964a-98e2de413dfc,d1d5acbe-ad92-47d3-83bd-b3bc7f893c6b,HAS_PROPERTY
d1d5acbe-ad92-47d3-83bd-b3bc7f893c6b,d0d7da4a-50ec-45c0-b895-aac5acdf58b4,HAS_VALUE
99e7b8d1-b557-44f8-a77b-4d860fb8176c,51a06639-5da6-4035-a208-a51cf9849252,HAS_VALUE
8f43311c-5724-49a2-aeda-930ef0ce8e36,de940e13-cf85-4c7c-b733-0a7fcd0f0614,HAS_VALUE
70a74fbd-828e-4d2a-b657-bf22239510fd,91592a78-64f1-49bc-bd49-9c368a404411,HAS_VALUE
24831bc5-6f4d-4d79-96dc-678da59dd639,05c141fe-05a0-46b1-97df-52cc1636daf2,HAS_VALUE
daceb754-13ad-45e4-ab2e-1d66d355a70d,4891309c-7568-4c03-8c96-0de134f832d6,HAS_VALUE
30c31db1-7a12-4c82-b7b1-5f572379510e,43cfe1df-f238-497e-833e-7f719fe5206d,HAS_VALUE
49416f92-a151-4f06-8261-f10d195e79fe,4f5a30e2-da70-4fd4-a855-df4fd6add42f,HAS_VALUE
2b20bfa0-b544-40c4-9714-a8189dbaa2ca,1cdbe150-f493-4c13-900b-adbd431366fb,HAS_VALUE
0dcaba1b-40de-43bf-b907-511b897f9aac,248cf6cc-b60c-4332-a8b6-b999004d50d5,HAS_VALUE
4cd03147-69fa-43e4-af47-0a742615ed9f,e51edb7d-7599-44f7-9835-33efbc56c5c3,HAS_VALUE
d8e6c71c-11c3-4437-af87-3115e8fa77b7,993a2710-a2f7-42c9-b7b9-48182ca21f9f,HAS_VALUE
b7e2faf6-82fc-441e-846e-6cdea921377e,185377d6-25dc-4c33-a51c-78bc8be9a4a7,HAS_VALUE
4a87225a-72d9-4c06-b022-968d33368676,703e77cf-e55b-4eac-8f0d-dadcd3ab8c8a,HAS_VALUE
850c0b82-731e-43f2-a436-feefb892d13c,3e33281f-4ed1-4295-a17a-d763d63cee20,HAS_VALUE
fdc1ecb1-c1dc-4d6d-b9ac-d16d7dade49c,026e655f-e614-4bed-bdff-ced22518baa7,HAS_VALUE
9e8e6fba-4634-4991-b185-0faf0d723304,afbeae1f-88d0-4d05-937f-d40be9c92ddf,HAS_VALUE
9c4d099a-8f93-4c88-8d56-bb976fd9769a,0df08047-1e21-4465-bbf0-a8446668bf7f,HAS_VALUE
8d11d42f-2e67-447e-870b-1b4f14bf5e1b,8fe085cd-9cbe-4318-8967-898c93d32807,HAS_VALUE
f58884e3-8cbb-44ad-9cb7-73a638f36de0,2af5e4aa-62df-4397-8cd4-b3f74a542a3e,HAS_VALUE
bdaf6951-0b4d-46bc-bc3e-52b6cce16449,72214b46-1618-4885-8a64-bf2a999502c2,HAS_VALUE
fa8a5d3b-0a88-4df5-a317-3926f233d848,3ee354c1-8421-482a-b5cd-e9bf793d1feb,HAS_VALUE
c88c857f-c7a8-4964-b160-bfb66f3ad790,ad828a6e-1465-4524-b760-a1d8b9c9f1e1,HAS_VALUE
244046a3-5929-4ed5-a143-a4e573afe923,79281091-6cb9-4f50-9e32-97392a22d964,HAS_VALUE
253e5bab-9542-491d-aa4a-4cc5f7eb40bd,5d7d4472-d1b9-4f71-9033-86f513f2daa0,HAS_VALUE
a47ab217-9c18-4d66-8408-bd6e34ef7120,519ef3cd-f214-49ce-9731-b0a652a39cf0,HAS_VALUE
a11c7b14-07d9-41b8-bc22-dd07dcb1b968,debb61f2-4f34-435a-8ae5-98b2b1bb3e48,HAS_VALUE
10af5225-94ac-497f-9edf-1ffea91ba527,cd57d2dc-7254-41db-bea7-d535fc78c1cd,HAS_VALUE
37b2c6f8-d9c2-400b-b104-3ebdf0b814dc,11019d51-701f-44ce-9b1b-909c268b96d1,HAS_VALUE
df616da8-94f3-4795-8720-3ace981b337b,79d39d23-4cbf-4b63-9662-37391105021f,HAS_VALUE
d777e0b0-8437-4deb-85b7-f47dd21570ef,58791043-5bb7-4d9e-8435-61318c2a74b0,HAS_VALUE
35595552-eaec-4bb6-b1b1-12729c07bb71,225a3da0-a745-42cd-bbcb-53186773e745,HAS_VALUE
20ea44e4-fc27-473c-afc8-5358d636e306,c71f23e4-987c-4919-a3a9-7b2b27380c05,HAS_VALUE
a55cb907-d773-41fb-ac9e-2a4b95411527,ddaf415d-7ca1-4403-8b56-fd64b242c02f,HAS_VALUE
bbe0d32b-2f0d-4ba9-9b6c-40a0419a72ee,f2e21983-f7d2-4497-af06-956e6e5d6c7d,HAS_VALUE
93e43132-52a0-4156-a32f-5968f422fe51,e3fd0e4e-2722-4b77-8cfb-5f2fe557782d,HAS_VALUE
d768cca1-0a5f-4e19-855b-b2fe30f7ff9b,f6aa87c6-f7ce-4ab4-abaa-f4c722179ac7,HAS_VALUE
26f903f7-0ebb-4b2a-8c11-427e1b0eef7f,74ebe015-f4f9-4f03-97c1-6d7e52ac3836,HAS_VALUE
cf43eb9e-b603-47a1-8e58-71ac1703724f,0c5e01b6-5b91-4b31-a7a6-441622243c6c,HAS_VALUE
00fc1454-d9c6-4349-b1c3-699cf9027c88,016eadf9-8d3a-49a6-bb67-35a4836c4a76,HAS_VALUE
de68e6df-deeb-4341-ba7a-07861129ea59,e9b9de8f-3f9d-44d7-998b-052bdfee664b,HAS_VALUE
5e19640e-d6fd-40fd-a8be-2d313b3e19b0,73500919-54d6-407a-a8ce-5a8c0b4472ba,HAS_VALUE
6b588aa9-1b41-477b-873f-873c9670420f,5e942a29-1154-4759-a5c2-e61e69edc3d6,HAS_VALUE
5b78c64a-ce94-4de5-b78f-1a7c975259e4,c1b75bc1-0926-4b8d-b219-29536f9fd807,HAS_VALUE
1f4af517-2c2e-4760-bf23-62bf5ed4da78,80d1066f-9f07-4b39-99e8-8c16c7a4875a,HAS_VALUE
f22b990b-46df-4cb7-b257-aa6dbe26c01f,f9439fcf-e178-4390-a8ba-c9397f943f80,HAS_VALUE
bd8ff6b1-a102-4701-a93d-a125567e44f0,51e7119d-634e-4efe-9590-3ad032b26a71,HAS_VALUE
d4df130a-fbcc-4d2a-b35c-ddf989c2e9ba,e44f960d-f889-428f-a19a-f70ed2bed1d9,HAS_VALUE
a72c8259-f16f-4d76-8c1e-0e52f8fe8367,21f4586e-a1e3-41a8-b888-37fcec22351e,HAS_VALUE
ed17c71f-e782-49ee-b9e1-b8d64bc087a2,bc6296f9-31fa-4ee9-9407-ca8f8c5eb221,HAS_VALUE
be1d5647-a26c-4194-bbe7-68c177ea6d2a,0bfd7dd2-0146-4a2c-8766-9e2a5e0f43bd,HAS_VALUE
862d8fe2-efca-470f-bd00-09f04d30a40b,bbd5d5af-0155-4303-b568-5a8e910ca6a2,HAS_VALUE
af9f73ce-1a2d-47b0-b495-b40172708764,ef21c8ac-f337-4f0f-81d5-d30f45506321,HAS_PROPERTY
af9f73ce-1a2d-47b0-b495-b40172708764,dee6ce86-2435-4ff9-b4f4-c8feeb5282c8,HAS_PROPERTY
af9f73ce-1a2d-47b0-b495-b40172708764,f49225e7-2267-4cc1-a8e7-c2668a3906f1,HAS_PROPERTY
af9f73ce-1a2d-47b0-b495-b40172708764,9aaba7a0-e65d-47fa-adc1-cecbf6fa0907,HAS_PROPERTY
af9f73ce-1a2d-47b0-b495-b40172708764,1134fbc0-8f0d-4064-929f-eb14836b2e1d,HAS_ATTRIBUTE
af9f73ce-1a2d-47b0-b495-b40172708764,63ec73e9-5a0d-4cf1-889e-8f239dc2be46,HAS_ATTRIBUTE
3ef1ab99-523b-4625-9819-4a27d6c971ea,48bb46a0-9dea-41aa-95c9-7f14839da802,HAS_VALUE
29826e98-ccb0-4444-a5ef-4851b36ddf1e,d16afcc7-d091-4e28-a64f-90ca0957af9f,HAS_VALUE
84f1a973-6aed-48a2-9ef3-835dab9c742a,82b96b92-4b5c-4aee-b62d-881bb11b0197,HAS_VALUE
195c9138-70c4-4031-b9fc-44dab8bb9ad0,b46c6169-d78b-4e78-86ae-0c2a6f0abaa3,HAS_VALUE
c8c909ba-29bc-431c-b1eb-380cf2ba865e,e029d817-2b95-4efc-b899-ee83c4c15ef9,HAS_VALUE
ef21c8ac-f337-4f0f-81d5-d30f45506321,dec13337-ffdd-462d-a42c-d7ba8a8f2289,HAS_VALUE
9aaba7a0-e65d-47fa-adc1-cecbf6fa0907,23dea5d3-4f89-482b-b2f1-0f1fa0983f50,HAS_VALUE
dee6ce86-2435-4ff9-b4f4-c8feeb5282c8,67be2744-45ef-46ef-bccf-8aa70ec70ffe,HAS_VALUE
f49225e7-2267-4cc1-a8e7-c2668a3906f1,d827fa0d-8b52-4f66-beb4-4ecb86f58445,HAS_VALUE
63ec73e9-5a0d-4cf1-889e-8f239dc2be46,92c9bd51-b723-41d2-a776-ccfb1958e073,HAS_VALUE
1134fbc0-8f0d-4064-929f-eb14836b2e1d,959bdc5c-ddef-4a39-b866-b9c771ec7ce0,HAS_VALUE
e97dc440-c487-4593-9be1-730f0d760f15,894db8f3-ac63-4b20-a9e7-17b2529a36f5,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,3985c1b9-d35c-46f5-93c4-7e1a68284087,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,37dbc082-ae0b-424b-8c2b-43999d20b9e3,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,21c39e75-67f0-44ce-8635-0f4dc2892146,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,f1ed0d54-9ef7-4f94-bc1a-926bd4d7b7fd,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,bba81ef6-3bb0-4355-922b-643502d1ba68,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,a3ba3c75-f37a-47e9-a384-ee665462fd71,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,574a7d97-9ad6-49ed-9e15-5c143fe7b235,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,0a4b6978-d283-4aa8-80e3-e6b57475b979,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,de6003f2-ea7f-4425-909e-e90a4f55369c,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,1d8426d7-edcf-4aff-9d1c-e45731b0033e,HAS_PROPERTYTEMPLATE
e97dc440-c487-4593-9be1-730f0d760f15,b01fcd5d-015a-4926-8bd8-28c1c0127b35,HAS_PROPERTYTEMPLATE
